Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster_ID
419,0,0.514600497,0.559638029,0.570159002,0.611986336,0.611986336,0.999043847,0.797463472,0.809380146,0.303497214,0.781649975,0.000219941,3970000000.0,0.475069408,0.000658066,0.065897358,0.179006363,0.179006363,0.179006363,0.222463837,0.325917804,0.021023337,0.103330348,0.176244634,0.02209768,0.848051792,0.689629365,0.689629365,0.217612133,7090000000.0,0.000454644,0.2640985,0.385138408,0.015676706,0.01262653,0.631020465,0.002851567,0.070169604,0.929830396,0.005153876,0.371025067,0.005365848,0.103343267,0.175265817,0.399691596,0.128935532,0.000655352,0.009656857,0.000159355,0.000124066,0.026774194,0.0052671,0.393387757,0.005632801,0.824484768,0.380824641,0.436402548,0.088961265,0.013235344,0.00889794,0.052691792,0.369277969,0.277107512,0.006654696,0.691913439,0.735932021,0.328004838,0.00406571,0.940169026,0.002306764,0.03303774,0.000135113,0.000122203,0.593977422,7820000000.0,0.671584744,0.530635339,0.691913439,0.328004838,0.113140557,0.66124895,0.46572081,0.631669571,0.316812681,0.018710696,0,0.810805754,0.000493418,0.624042872,0.611985976,0.840945482,0.276847187,0.026920496,0.565707861,1,0.054925922,1
420,0,0.506215571,0.568360227,0.554365865,0.664869773,0.664869773,0.999040958,0.797530567,0.809425976,0.303620481,0.781692922,0.001071372,0.000483888,0.473385169,0.0,0.16064379,0.174581771,0.174581771,0.174581771,0.223409284,0.322557827,0.015744816,0.101050403,0.178428862,0.022086886,0.847966233,0.689348474,0.689348474,0.217587548,6400000000.0,0.00044566,0.263809435,0.381310309,0.032302551,0.031416604,0.630612252,0.001499193,0.041539438,0.958460562,0.022278401,0.369637181,0.005365848,0.101071539,0.177482844,0.396651764,0.113943028,0.000758828,0.008328174,0.000113688,0.003993552,0.023225806,0.003948122,0.392992017,0.000120282,0.918143299,0.782512256,0.750099904,0.583992329,0.03241854,0.069801498,0.044015455,0.374752992,0.276975215,4810000000.0,0.945672215,0.740001681,0.327531841,0.0,0.940616135,0.002257809,0.135649495,0.000264292,0.000282652,0.594069755,0.000559124,0.671570055,0.013871446,0.945672215,0.327531841,0.110933234,0.639899814,0.457544449,0.613800404,0.314236219,0.00901542,0,0.818085203,0.000155271,0.623865459,0.664865418,0.84123832,0.275866672,0.026791157,0.565158396,1,0.09189543,1
424,0,0.484132014,0.554241169,0.541142459,0.60952882,0.609608095,0.999062912,0.797469698,0.8094028,0.30346821,0.781674536,0.000162701,625000000.0,0.46639994,0.000392039,0.0,0.17791075,0.17791075,0.17791075,0.221329299,0.320117422,0.014126473,0.101946096,0.174964224,0.022088956,0.848033393,0.689269645,0.689269645,0.217580582,5470000000.0,0.000489281,0.263643145,0.373765881,0.008587805,0.008302692,0.630847523,0.002292561,0.059134746,0.940865254,0.007149281,0.370161693,0.00578812,0.101364665,0.17313174,0.396086401,0.083958021,0.000856218,0.007386313,0.000844734,0.000250401,0.021935484,0.023444913,0.399923113,0.006126848,0.766976386,0.192895215,0.195224817,0.033120421,0.008267905,0.004041086,0.043108452,0.350743109,0.27706146,0.001182717,0.665057758,0.732767128,0.327602833,0.0,0.936266063,0.002326098,0.024797025,8020000000.0,8500000000.0,0.593934031,4050000000.0,0.671568651,0.093237793,0.665057758,0.327602833,0.110933234,0.639072151,0.457681707,0.584707408,0.314115098,0.033869146,0,0.809906231,0.001582323,0.623835227,0.609524974,0.840851362,0.276441489,0.026878253,0.565542066,1,0.065227203,1
429,0,0.54394774,0.602431313,0.587665293,0.66083397,0.660841177,0.999644461,0.798177724,0.809925282,0.303488755,0.782226257,0.000402762,0.000296445,0.495736561,0.0,0.178358133,0.219628334,0.219628334,0.219628334,0.244209133,0.330444932,0.010088177,0.127351193,0.198990736,0.022087755,0.84803597,0.68937828,0.68937828,0.217594068,6520000000.0,0.000452573,0.263863052,0.381105398,0.052142739,0.051687052,0.630612252,0.000637431,0.01919763,0.98080237,0.006515162,0.369637181,0.005365848,0.126703796,0.197383304,0.394752037,0.04197901,0.000746655,0.008476754,0.00030094,0.000148274,0.013709677,0.01445001,0.424854707,0.01282354,0.899958129,0.637967916,0.612518,0.396886837,0.052162538,0.093247234,0.022157282,0.437305844,0.27697608,0.00029011,0.936181196,0.738546103,0.326802918,0.0,0.944146878,0.002560699,0.021586579,0.000613074,0.000646538,0.594294806,0.001043979,0.671626745,0.147187408,0.936181196,0.326802918,0.110933234,0.669708213,0.48904189,0.636267543,0.31724941,0.005489983,0,0.837753553,0.004519734,0.62465527,0.660833897,0.842121413,0.275241511,0.026791157,0.565158396,1,0.183023762,1
435,0,0.55087018,0.620148277,0.610792869,0.610422462,0.610227879,0.999101389,0.797553117,0.809467769,0.303533469,0.781737975,0.000134138,7930000000.0,0.470431041,0.000322032,0.012146978,0.228098268,0.228098268,0.228098268,0.26160537,0.335290373,0.060967679,0.135168146,0.211192287,0.022037897,0.847975926,0.689273108,0.689273108,0.217578877,7760000000.0,0.000601675,0.262754194,0.386060504,0.017243628,0.01095339,0.630705744,0.003257371,0.077546331,0.922453669,0.0055816,0.369772503,0.005365848,0.135196313,0.207005505,0.403963972,0.194902549,0.001004332,0.006301848,5940000000.0,0.000391866,0.041935484,0.021415038,0.401980959,0.007121424,0.878363208,0.493510942,0.717679791,0.138588051,0.011452204,0.009313404,0.078657332,0.366279445,0.27723758,0.015300144,0.942826256,0.739091202,0.328996848,0.0,0.953760447,0.002510312,0.029077291,0.000152472,0.000106469,0.593988709,8320000000.0,0.671594752,0.241830925,0.942826256,0.328996848,0.110933234,0.691347519,0.474776341,0.63059377,0.320702583,0.017012687,0,0.843679579,0.001073919,0.624008753,0.61041879,0.843045881,0.277141523,0.026820211,0.565293228,1,0.049578837,1
438,0,0.483010774,0.536796773,0.525028106,0.60934865,0.609355857,0.999026515,0.797406891,0.809315829,0.303434614,0.781568431,0.000195079,0.000100173,0.463326707,0.000594059,0.647737625,0.179849142,0.179849142,0.179849142,0.214900255,0.318455118,0.028948682,0.104063187,0.172855314,0.022118303,0.848085755,0.689177977,0.689177977,0.2175642,7440000000.0,0.000458811,0.263622942,0.373290861,0.015030218,0.006993875,0.631325256,0.001406177,0.039302234,0.960697766,0.005567195,0.370602327,0.005365848,0.103799241,0.171668803,0.395486206,0.20089955,0.00220953,0.002862303,0.001082429,0.000335885,0.033387097,0.018791769,0.396056172,0.007098353,0.808263511,0.347586549,0.34884708,0.067514281,0.01448471,0.008073738,0.043992776,0.346449597,0.277012485,0.001762239,0.994547633,0.734676147,0.327519262,0.0,0.933229299,0.00223864,0.055841594,632000000.0,6860000000.0,0.593946413,3850000000.0,0.671578254,0.2886326,0.994547633,0.327519262,0.110933234,0.65642531,0.467378363,0.572505194,0.316023585,0.019512307,0,0.798791305,0.000323311,0.623883209,0.609347054,0.840192757,0.275799008,0.026885041,0.565569528,1,0.096839152,1
440,0,0.534929069,0.591692106,0.576262113,0.60665331,0.606660517,0.999076315,0.797533334,0.809417382,0.303551113,0.781684361,0.000101991,1630000000.0,0.471633829,610000000.0,0.235752607,0.220386836,0.220386836,0.220386836,0.257161766,0.3421518,0.080024805,0.138343783,0.214129698,0.022103606,0.848071638,0.689571687,0.689571687,0.217612485,6310000000.0,0.000466697,0.264289655,0.391434745,0.011858933,0.007834188,0.630643073,0.007028151,0.128578771,0.871421229,0.005706933,0.372304471,0.005499903,0.138355562,0.213173969,0.403574113,0.196401799,0.001022592,0.006183155,0.000100313,0.000549974,0.048225806,0.043864107,0.408855521,0.010527876,0.824502308,0.38113268,0.548149683,0.074251168,0.007987904,0.004514751,0.086984625,0.360427761,0.277314023,0.010345936,0.637003082,0.737320413,0.330239447,0.005607547,0.955804557,0.002483186,0.024128327,0.00010261,7290000000.0,0.593953892,4090000000.0,0.671574651,0.190339393,0.637003082,0.330239447,0.116059776,0.648463018,0.460366437,0.647258389,0.315478926,0.024678913,0,0.831723922,0.003032661,0.623853606,0.606652723,0.842972053,0.279875965,0.026798542,0.565193364,1,0.028866779,1
443,0,0.535172817,0.569559529,0.579474276,0.614342957,0.614342957,0.999085559,0.797503729,0.80938913,0.303480295,0.781675378,0.000216009,7590000000.0,0.47122619,0.000269027,0.2956777,0.182756732,0.182756732,0.182756732,0.22908197,0.327297163,0.029644418,0.112450126,0.183098592,0.022135654,0.848142174,0.69046145,0.69046145,0.217744241,6610000000.0,0.000465324,0.264589598,0.390512649,0.013475153,0.012591595,0.630787249,0.003021184,0.073313783,0.926686217,0.010176078,0.371611088,0.005365848,0.112438321,0.182165749,0.400971031,0.16191904,0.000594483,0.010641414,0.000386732,0.001506187,0.032903226,0.024975398,0.402331471,0.001514006,0.835847357,0.552462746,0.562797672,0.147867544,0.012802072,0.009923671,0.078763663,0.370097649,0.277028733,0.002091744,0.996594676,0.736614012,0.328946983,0.0,0.939116436,0.002313119,0.044495,0.000133492,0.000136736,0.593970371,0.000100055,0.671580297,0.039086783,0.996594676,0.328946983,0.110933234,0.658225484,0.46443941,0.636500175,0.31646816,0.02174886,0,0.817614993,0.000673548,0.6239979,0.614338672,0.841378812,0.276969966,0.026830946,0.565341235,1,0.052528265,1
444,0,0.446253595,0.504633668,0.496011564,0.608937863,0.608937863,0.999039918,0.797246278,0.809180684,0.303125965,0.781460641,0.000174958,428000000.0,0.494000319,0.0,0.0,0.158484682,0.158484682,0.158484682,0.211307554,0.323583504,0.006851491,0.097711913,0.166603901,0.022074702,0.84800896,0.6865335,0.6865335,0.215105627,5700000000.0,0.000433732,0.263604292,0.395486383,0.044850406,0.044343202,0.630612252,0.00088912,0.026090637,0.973909363,0.048438102,0.369637181,0.005365848,0.09770873,0.165636076,0.395663049,0.073463268,0.000768973,0.008219728,0.129607129,0.005199409,0.017903226,0.034058429,0.400929423,0.000643632,0.923612209,0.75831378,0.726544312,0.577332732,0.044979796,0.098629807,0.030651516,0.438292339,0.276974908,953000000.0,0.997130696,0.739791145,0.327065912,0.0,0.90433025,0.002152042,0.035207741,0.000379567,0.000403463,0.594148231,0.000805845,0.671674508,0.005907413,0.997130696,0.327065912,0.110933234,0.737665568,0.540745972,0.658204758,0.32429984,0.006425682,0,0.779886955,0.00040053,0.624985818,0.60893543,0.839220296,0.27542382,0.026791157,0.565158396,1,0.140599745,1
447,0,0.510164286,0.571085914,0.555168906,0.6248937,0.6248937,0.999086137,0.79761371,0.809491986,0.303670996,0.781709905,0.000384723,0.000344155,0.488355435,0.0,0.161959713,0.173191185,0.173191185,0.173191185,0.220762031,0.325882436,0.009831057,0.100968976,0.178127589,0.022104981,0.848057615,0.689476642,0.689475748,0.217594765,6900000000.0,0.000444887,0.264117149,0.390717559,0.038591455,0.029336097,0.630613622,0.001056001,0.030534813,0.969465187,0.007828172,0.369637181,0.005365848,0.100680704,0.176856949,0.396761622,0.077961019,0.001359399,0.004651242,5200000000.0,0.000459194,0.018064516,0.015260785,0.398317541,0.004074361,0.917259539,0.609443694,0.718348509,0.229109424,0.031515545,0.034096176,0.035256801,0.42162083,0.277085497,0.018607665,1.0,0.739627415,0.327216804,0.0,0.939597443,0.002350654,0.032661973,0.000383841,0.000330535,0.594144666,0.000326908,0.671601069,0.081637465,1.0,0.327216804,0.110933234,0.669016898,0.4788736,0.653452732,0.317290839,0.00750852,0,0.819030309,0.000478571,0.624231132,0.624894448,0.841237979,0.275545303,0.026791534,0.565160196,1,0.122269814,1
449,0,0.58518988,0.652802006,0.642486214,0.625744101,0.625744101,0.999267431,0.79768039,0.80957388,0.303408511,0.781846186,0.000216818,0.000209176,0.478058764,0.0,0.055977326,0.194766339,0.194766339,0.194766339,0.251867259,0.330303459,0.029795665,0.137773797,0.202154101,0.022143651,0.84806138,0.689455319,0.689455319,0.217599504,8650000000.0,0.000525564,0.264322291,0.39572855,0.0218121,0.018356505,0.630612252,0.001955152,0.051969647,0.948030353,0.006620222,0.369717703,0.005365848,0.137785594,0.201206546,0.39865733,0.163418291,0.001038824,0.00608154,0.000156489,0.000604442,0.030806452,0.025700983,0.418206282,0.005399073,0.876107248,0.573486735,0.632041283,0.337328906,0.019089726,0.03239981,0.054890725,0.388718007,0.277065096,0.007378352,0.959592906,0.73823032,0.327938912,0.00019817,0.958702652,0.002463282,0.046778849,0.000167961,0.000157192,0.59400481,0.000250721,0.671603449,0.123315798,0.959592906,0.327938912,0.111076805,0.697152997,0.484520701,0.649716656,0.320722954,0.013435587,0,0.859854091,0.004175079,0.624082176,0.62574032,0.843645428,0.276196954,0.026791157,0.565158396,1,0.074100018,1
450,0,0.439916151,0.504252072,0.489266021,0.594279249,0.594279249,0.991504275,0.79122155,0.803509678,0.308362855,0.775319152,0.007481103,0.006019231,0.464734154,710000000.0,0.0,0.185622182,0.185622182,0.185622182,0.208376666,0.318313645,0.000211746,0.087615015,0.16457031,0.022091595,0.847794691,0.688768397,0.688768397,0.217546423,9540000000.0,0.000531553,0.263716188,0.377500838,0.023857024,0.022856266,0.630607457,0.000505202,0.015418569,0.984581431,0.005094949,0.369703165,0.005365848,0.087628446,0.164120353,0.393767341,0.00149925,0.00065941,0.009593667,0.000141776,15100000.0,0.009032258,0.000740273,0.373453789,0.092998923,0.802171042,0.256785372,0.247521401,0.171650524,0.023849628,0.045216741,0.019710377,0.350663498,0.276978879,0.000370875,0.995479996,0.734175632,0.32672595,0.0,0.926941787,0.002035517,0.011746134,0.007547538,0.00786031,0.597768991,0.013228852,0.666136894,0.707942415,0.995479996,0.32672595,0.110933234,0.551685057,0.338477781,0.570768108,0.30554626,0.012272735,0,0.78256706,0.01163531,0.624212019,0.594274829,0.839382958,0.275145363,0.02678971,0.565151487,1,0.218822321,1
454,0,0.533905328,0.60750109,0.592055249,0.619005751,0.619005751,0.999090412,0.797560726,0.809476883,0.303569724,0.7817478,0.000286085,0.000147034,0.50286438,0.0,0.0,0.187265602,0.187265602,0.187265602,0.234281932,0.3304803,0.024320523,0.109925902,0.18611132,0.02213428,0.848052674,0.689525578,0.689525578,0.21760771,7850000000.0,0.000494721,0.264334724,0.397870795,0.066230683,0.056733297,0.630612252,0.000762363,0.022674366,0.977325634,0.016066826,0.369637181,0.005365848,0.10988161,0.184782445,0.396725449,0.16191904,0.001738813,0.003635944,8670000000.0,0.003645563,0.028064516,0.02496071,0.402727211,0.000956677,0.989151721,0.883976906,0.954650234,0.803657264,0.058905102,0.154317554,0.027217562,0.465178457,0.27703682,0.019240899,1.0,0.742637774,0.326956116,0.0,0.945554897,0.002379356,0.047649184,0.000253902,0.000240378,0.594082025,0.000583255,0.671639287,0.023042555,1.0,0.326956116,0.110933234,0.762346456,0.575031127,0.670518027,0.326682182,0.004263248,0,0.837629529,0.000461917,0.624194128,0.619005094,0.84214136,0.275331803,0.026791157,0.565158396,1,0.159040381,1
460,0,0.519767952,0.577627562,0.561004336,0.607482091,0.607482091,0.99908891,0.797600983,0.809459566,0.3036432,0.781729694,0.00010257,7160000000.0,0.473707254,0.0,0.268751898,0.186338545,0.186338545,0.186338545,0.229554694,0.327544741,0.020524222,0.107483104,0.186261957,0.0220912,0.848046628,0.68996254,0.68996254,0.217659453,7280000000.0,0.000476629,0.26443341,0.39169554,0.012980303,0.01080554,0.630612252,0.003007505,0.073071923,0.926928077,0.006862685,0.369637181,0.005365848,0.107463319,0.185302768,0.398085268,0.109445277,0.00079535,0.00796014,0.00013184,0.000534087,0.02483871,0.048070737,0.412496325,0.01136593,0.812146521,0.367416473,0.417727179,0.183439627,0.011062594,0.015922664,0.060789581,0.369247294,0.277121074,0.005304654,0.76936299,0.735304943,0.328312815,0.0,0.9400766,0.002560567,0.013540511,0.000154597,0.000140487,0.593976339,0.000190161,0.671599915,0.099520788,0.76936299,0.328312815,0.110933234,0.677396661,0.470950598,0.634195475,0.318847097,0.022569924,0,0.822163044,0.002084055,0.624129688,0.607482536,0.841657966,0.276959974,0.026791157,0.565158396,1,0.052713735,1
466,0,0.454199776,0.522732229,0.508913753,0.595064789,0.595064789,0.998916976,0.797331357,0.809274426,0.303531777,0.781525483,7540000000.0,0.0,0.467817451,0.0,0.0,0.193544309,0.193544309,0.193544309,0.211496644,0.319268586,0.016909418,0.091767771,0.166980493,0.021958407,0.847877415,0.689073295,0.689073295,0.217553879,5780000000.0,0.000424075,0.263267051,0.373579598,0.027990552,0.021498165,0.630579718,0.00093654,0.027360401,0.972639599,0.005971893,0.369637181,0.005499293,0.091740355,0.165982958,0.395119121,0.088455772,0.004051819,0.001560946,0.000162985,0.000254183,0.019516129,0.030553883,0.387485584,0.016755402,0.818660604,0.259879664,0.312439328,0.033930604,0.022505752,0.008340214,0.021157637,0.353494947,0.277102553,0.014504167,0.659839166,0.735029696,0.326793131,0.0,0.936722179,0.002180106,0.016822989,0.000128846,0.000111081,0.593991611,3970000000.0,0.671579872,0.204658121,0.659839166,0.326793131,0.110933234,0.651310804,0.466194481,0.57736833,0.315431417,0.010435626,0,0.791033964,0.004632071,0.624661668,0.595063537,0.839788159,0.275458386,0.026784149,0.565124759,1,0.134800925,1
474,0,0.493589431,0.543665504,0.542695005,0.609363064,0.609363064,0.999007218,0.79741367,0.809337572,0.303486821,0.781595799,0.000214506,0.000239907,0.473628411,0.0,0.027735601,0.19063672,0.19063672,0.19063672,0.218682046,0.326766641,0.030249406,0.101783242,0.173608496,0.022058788,0.847960351,0.689213871,0.689213871,0.217571829,6060000000.0,0.000438498,0.263635375,0.38589285,0.0228979,0.01598092,0.630612252,0.002238758,0.058046377,0.941953623,0.006222004,0.369637181,0.005365848,0.1017555,0.172618958,0.399232071,0.149925037,0.00108549,0.005821951,8500000000.0,0.000506853,0.029354839,0.028162684,0.396304923,0.00689604,0.887774556,0.533529799,0.678770706,0.220760626,0.017363617,0.02072874,0.056159244,0.373241067,0.277142379,0.014634238,0.884770841,0.738992064,0.328025691,0.0,0.943842302,0.002261455,0.042116555,0.000171498,0.000137918,0.594008247,0.000155855,0.671594632,0.151333266,0.884770841,0.328025691,0.110933234,0.683858027,0.476475744,0.628521655,0.319331164,0.012792755,0,0.803716904,0.000721027,0.624065502,0.609358154,0.840489614,0.276402949,0.026791157,0.565158396,1,0.06645828,1
477,0,0.567445035,0.613606629,0.609400932,0.615114084,0.614609608,0.999189552,0.797662683,0.809529743,0.303540478,0.781807449,0.000116215,6080000000.0,0.465749058,0.000227023,0.163781759,0.217015718,0.217015718,0.217015718,0.260754467,0.326271486,0.042833159,0.140868007,0.213753107,0.022161445,0.848095742,0.689511815,0.689511815,0.21760777,8730000000.0,0.000504503,0.264427194,0.381356879,0.014578426,0.011021389,0.630720812,0.006085228,0.118178795,0.881821205,0.005501733,0.373373624,0.005365848,0.140822708,0.212540532,0.40416895,0.130434783,0.00067767,0.009334079,8220000000.0,0.000240566,0.032096774,0.024446631,0.410585468,0.014096077,0.848765991,0.490571862,0.611069389,0.144429165,0.011319375,0.009651594,0.079102917,0.348959895,0.277171795,0.008765769,0.628605711,0.738676924,0.329657101,0.007429032,0.947752573,0.00265027,0.017255235,0.000207374,0.000170064,0.594003281,0.000134881,0.671552282,0.269395229,0.628605711,0.329657101,0.118056775,0.615201645,0.453338412,0.596588816,0.310257999,0.020113696,0,0.838417577,0.003434114,0.624399538,0.615113744,0.843318973,0.279192056,0.026812141,0.565256506,1,0.031692178,1
478,0,0.491590699,0.557893589,0.542320253,0.600931117,0.600931117,0.998840484,0.797617584,0.809504224,0.304191857,0.781777273,0.00024619,5870000000.0,0.453402448,0.0,0.118736714,0.240908516,0.240908516,0.240908516,0.229460149,0.312583999,0.015865814,0.08631219,0.183475183,0.022003462,0.830726055,0.689790138,0.689790138,0.217638345,6880000000.0,0.000472137,0.264207287,0.371968258,0.012316342,0.011901628,0.630612252,0.001651483,0.045106872,0.954893128,0.010202886,0.369637181,0.005365848,0.086293094,0.182535254,0.395281228,0.049475262,0.000598541,0.010567124,0.000436793,0.000475081,0.015322581,0.041155648,0.375466407,0.009328573,0.775785817,0.175388069,0.1758931,0.048254428,0.011911573,0.009239443,0.027296486,0.327504977,0.277017477,0.001400419,0.540939435,0.733150624,0.327029084,0.0,0.963373349,0.002421194,0.013874842,0.000144157,0.000149883,0.593969829,0.000109005,0.67156372,0.043781429,0.540939435,0.327029084,0.110933234,0.638016822,0.456670832,0.544078237,0.314023566,0.023773247,0,0.811484672,0.001368944,0.623932702,0.60093162,0.840892938,0.275976556,0.026791157,0.565158396,1,0.084967555,1
483,0,0.516989226,0.573375491,0.578296483,0.613521383,0.613521383,0.999148301,0.797620627,0.809555652,0.303553288,0.781844502,0.000140036,9930000000.0,0.468778675,0.000105011,0.0,0.219965446,0.219965446,0.219965446,0.233809209,0.337164886,0.015502821,0.108785929,0.195978007,0.022071115,0.848019641,0.68943391,0.68943391,0.217596056,0.000129937,0.000724226,0.264154447,0.384085913,0.013999956,0.010214139,0.630723552,0.004190263,0.09284397,0.90715603,0.005159938,0.373090679,0.005365848,0.108643966,0.182293945,0.399580399,0.059970015,0.000458543,0.013765867,4720000000.0,6050000000.0,0.018870968,0.007255849,0.396474526,0.020028251,0.820344556,0.353152932,0.445601072,0.140054014,0.010747831,0.012283444,0.060157749,0.354173401,0.277185482,0.008747055,0.603047693,0.736126877,0.328496036,0.008454891,0.939985243,0.002597385,0.008805704,0.000392301,0.000315744,0.594072321,0.000327043,0.671582491,0.515514441,0.603047693,0.328496036,0.116136803,0.648576364,0.460798328,0.605902558,0.315335278,0.02094,0,0.814897676,0.010829374,0.618310566,0.613521164,0.841322489,0.277817947,0.026829852,0.565336384,1,0.041093594,1
484,0,0.578072442,0.599869167,0.636650784,0.61779501,0.61779501,0.999144835,0.797557129,0.80946191,0.303449599,0.781801273,0.000212077,0.000194234,0.475386461,0.0,0.070250025,0.224474316,0.224474316,0.224474316,0.262361728,0.33787225,0.045479982,0.134191027,0.198915418,0.022053968,0.847992549,0.689254497,0.689254497,0.217582935,7740000000.0,0.000471388,0.262809365,0.393437279,0.025629249,0.020939204,0.630612252,0.00253422,0.064062642,0.935937358,0.012625736,0.369637181,0.005365848,0.134219226,0.197986577,0.399603174,0.15892054,0.001156503,0.005465017,0.000124006,0.002563014,0.030483871,0.037034208,0.41466724,0.001743764,0.94758877,0.839011247,0.940779275,0.612984377,0.02201727,0.04654869,0.069553773,0.382684251,0.277070215,0.009671268,1.0,0.742337791,0.32852577,0.0,0.967186781,0.002373395,0.044933456,0.000252044,0.000229573,0.594053908,0.000448267,0.671599485,0.028094807,1.0,0.32852577,0.110933234,0.691028631,0.477713277,0.655009453,0.320309997,0.011413565,0,0.833685871,0.001178008,0.624439871,0.617793843,0.842279282,0.27661733,0.026791157,0.565158396,1,0.060232248,1
485,0,0.558523863,0.594581334,0.605706944,0.611416999,0.611416999,0.999125423,0.797565429,0.809469592,0.303504707,0.781739098,0.000129166,0.0,0.479732937,0.0,0.067719405,0.170578568,0.170578568,0.170578568,0.226812896,0.3242555,0.015850689,0.107401677,0.181366273,0.022130803,0.848142504,0.689719302,0.689719302,0.217616487,8500000000.0,0.000510517,0.264554631,0.386088447,0.027983688,0.019774494,0.630614992,0.001344167,0.037760377,0.962239623,0.005452735,0.369637181,0.005365848,0.107357467,0.179541513,0.398866326,0.140929535,0.000951579,0.006649389,0.00013184,0.000184585,0.026451613,0.007916807,0.396282309,0.00524059,0.876022308,0.460413074,0.581167693,0.22688961,0.021383744,0.03028425,0.039364968,0.391503987,0.277127945,0.01738328,0.921973856,0.737881829,0.327370893,0.0,0.937050794,0.002509039,0.020583986,0.000180082,0.000145993,0.594019046,0.000195351,0.671614114,0.335412945,0.921973856,0.327370893,0.110933234,0.705763909,0.498363026,0.631979564,0.321311759,0.010438058,0,0.829585317,0.000373759,0.625437437,0.6114159,0.841834384,0.275753834,0.02679198,0.565162316,1,0.100486873,1
486,0,0.577731195,0.64293502,0.6291022,0.611553928,0.611553928,0.999102198,0.79778041,0.809645749,0.303928888,0.781925203,0.000154606,321000000.0,0.48134001,0.000419042,0.101933394,0.220471114,0.220471114,0.220471114,0.26179446,0.330409564,0.029462922,0.114648644,0.21360247,0.02209719,0.848041628,0.689554865,0.689554865,0.217612386,7660000000.0,0.000529632,0.264563178,0.382185835,0.020275132,0.019433877,0.630666361,0.001542965,0.042567343,0.957432657,0.006663548,0.370108011,0.005697329,0.114245933,0.210632682,0.397436842,0.116941529,0.000746655,0.008478462,0.000634554,0.000424395,0.02483871,0.025836112,0.40412926,0.007503331,0.821093421,0.361038985,0.363101423,0.049001907,0.019454455,0.007561322,0.033986297,0.383614136,0.277008306,0.002469946,0.712525043,0.735333042,0.32722729,0.001863987,0.951952215,0.002732068,0.020665077,0.0001264,0.000131573,0.593982259,4860000000.0,0.671558388,0.127732595,0.712525043,0.32722729,0.111686611,0.624789079,0.449140565,0.627987017,0.312582267,0.01446202,0,0.856706521,0.001281261,0.624161572,0.611552105,0.8433418,0.275898015,0.026806375,0.56522993,1,0.089791826,1
